Sample in Buffer,Sample in Window,TRIGGER,tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_empty,tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_data[28:0],tdc_decoder_top_inst/inst_event_builder_triggerless/trigger_fifo_read,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_empty,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_data[39:0],tdc_decoder_top_inst/inst_event_builder_triggerless/matching_busy,tdc_decoder_top_inst/inst_event_builder_triggerless/tdc_fifo_read,tdc_decoder_top_inst/inst_event_builder_triggerless/readout_fifo_full,tdc_decoder_top_inst/inst_event_builder_triggerless/event_data[39:0],tdc_decoder_top_inst/inst_event_builder_triggerless/event_data_ready,tdc_decoder_top_inst/inst_event_builder_triggerless/building_busy,tdc_decoder_top_inst/inst_event_builder_triggerless/hit_count[9:0],tdc_decoder_top_inst/inst_event_builder_triggerless/state[5:0],tdc_decoder_top_inst/inst_event_builder_triggerless/nextstate[5:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
849,849,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
850,850,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
851,851,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
852,852,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
853,853,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
854,854,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
855,855,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
856,856,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
857,857,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
858,858,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
859,859,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
860,860,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
861,861,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
862,862,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
863,863,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
864,864,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
865,865,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
866,866,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
867,867,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
868,868,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
869,869,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
870,870,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
871,871,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
872,872,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
873,873,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
874,874,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
875,875,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
876,876,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
877,877,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
878,878,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
879,879,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
880,880,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
881,881,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
882,882,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
883,883,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
884,884,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
885,885,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
886,886,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
887,887,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
888,888,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
889,889,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
890,890,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
891,891,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
892,892,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
893,893,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
894,894,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
895,895,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
896,896,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
897,897,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
898,898,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
899,899,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
900,900,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
901,901,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
902,902,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
903,903,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
904,904,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
905,905,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
906,906,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
907,907,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
908,908,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
909,909,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
910,910,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
911,911,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
912,912,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
913,913,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
914,914,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
915,915,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
916,916,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
917,917,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
918,918,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
919,919,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
920,920,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
921,921,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
922,922,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
923,923,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
924,924,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
925,925,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
926,926,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
927,927,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
928,928,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
929,929,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
930,930,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
931,931,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
932,932,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
933,933,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
934,934,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
935,935,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
936,936,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
937,937,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
938,938,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
939,939,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
940,940,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
941,941,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
942,942,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
943,943,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
944,944,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
945,945,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
946,946,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
947,947,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
948,948,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
949,949,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
950,950,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
951,951,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
952,952,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
953,953,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
954,954,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
955,955,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
956,956,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
957,957,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
958,958,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
959,959,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
960,960,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
961,961,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
962,962,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
963,963,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
964,964,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
965,965,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
966,966,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
967,967,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
968,968,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
969,969,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
970,970,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
971,971,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
972,972,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
973,973,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
974,974,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
975,975,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
976,976,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
977,977,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
978,978,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
979,979,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
980,980,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
981,981,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
982,982,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
983,983,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
984,984,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
985,985,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
986,986,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
987,987,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
988,988,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
989,989,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
990,990,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
991,991,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
992,992,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
993,993,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
994,994,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
995,995,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
996,996,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
997,997,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
998,998,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
999,999,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1000,1000,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1001,1001,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1002,1002,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1003,1003,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1004,1004,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1005,1005,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1006,1006,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1007,1007,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1008,1008,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1009,1009,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1010,1010,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1011,1011,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1012,1012,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1013,1013,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1014,1014,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1015,1015,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1016,1016,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1017,1017,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1018,1018,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1019,1019,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1020,1020,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1021,1021,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1022,1022,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
1023,1023,0,1,1e4364c1,0,1,0000000000,0,0,0,0000000000,0,0,000,01,01
