Sample in Buffer,Sample in Window,TRIGGER,num_active_ports_1[4:0],sa_done_1,lock_OBUF_1,active_chains_1[17:0],JTAG_busy,tdi_tdo_equal_1,chain_success_1[5:0],elink_ttc_org,tdo_IBUF[17:0],tdi_OBUF[17:0],tck_OBUF[17:0],tms_OBUF[17:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1013,1013,0,02,1,1,00202,0,1,3f,0,032ab,00200,00000,3ffff
1014,1014,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1015,1015,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1016,1016,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1017,1017,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1018,1018,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1019,1019,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1020,1020,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1021,1021,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1022,1022,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
1023,1023,0,02,1,1,00202,0,1,3f,0,032ab,00200,3ffff,3ffff
